Tanggal,Username,Tweet
"
2021-04-25 12:04:07",mhdxapt,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:04:03",dzeerazee,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:03:58",andytakbotak,"Merasa jadi benalu. HAHAHA.

A: Mei, apa kabar? Gua boleh nyusahin lu engga?

M: Nyusahin apa nih?

A: boleh telepo… https://t.co/FP774wgkpH"

"
2021-04-25 12:03:57",Bagoesbagus7,"@JoPermadi @RodriChen @mawakresna Sy termasuk yg akan menunggu penelitian vaksin selesai, karena tulang punggung ke… https://t.co/ljxIBYeXOT"

"
2021-04-25 12:03:25",MADR_94,RT @mzajamy: Pakcik cleaner hospital yg tua and ada masalah kesihatan yang hari2 bersihkan wad covid tu asyik tanya aku je bila turn mereka…

"
2021-04-25 12:03:23",imNabza,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:03:17",loookskywalker,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:03:04",Ttteeeyyy,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:03:01",lilliellish,"Efek habis vaksin: aku ngantuk parah sm badan lemes. Padahal udah sarapan, tp untung dikasih Paracetamol~"

"
2021-04-25 12:02:50",r4zeen,Bila nak vaksin ni nak rentas negeri errrrr

"
2021-04-25 12:02:46",MimalKushairi,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:02:07",tomekugrapher,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:01:57",corontoI,RT @ChatibBasri: Mobilitas mungkin mirip lagu Rinto Harahap: Benci tapi rindu. Vaksin berkorelasi positif dg mobilitas. Mobilitas  berkorel…

"
2021-04-25 12:01:39",saufishopiy,"RT @The_Endie: Menteri2 umno jaga vaksin dah bazir RM5B utk beli vaksin yg hingga hari ni tak kunjung tiba, tetiba nak jarah KWAN utk beli…"

"
2021-04-25 12:01:29",VvianFern,"RT @JapenKelantan: Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info On W…"

"
2021-04-25 12:01:22",pandan_nkmaco,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:01:20",hvzvqvdhvm,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:01:01",elsyalsmr,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:00:50",________sha,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:00:46",xxizzah,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:00:45",amalinaajalil,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:00:40",crarra__,masih waswas kalo perkara acara fotbar pas vaksin itu masuk yutupnya bang andri TNM 🙃

"
2021-04-25 12:00:27",syozonos,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:00:22",afiqnaim__,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 12:00:17",NieFeng80,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 12:00:05",mattdome1,"Hari2 berita dok habaq kes semakin meningkat. Dok nak cucuk vaksin, tak cucuk cucuk pon. Habaq la pulak vaksin lambat, demm"

"
2021-04-25 12:00:03",fitrinoordinm,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:59:59",yaT_dyaT,"RT @abstrakim: Ada yang kata vaksin ni boleh kurangkan imun badan, semua ni agenda Dajjal. Kat malaysia ni vaksin pun lambat, 5 tahun baru…"

"
2021-04-25 11:59:47",hatfinaizni,"RT @SyedAkramin: Berapa harga vaksin ni? Kalau bawah RM100 per dos, aku beli sendiri saja. Tak payahlah jarah duit KWAN tu, risau bukan sem…"

"
2021-04-25 11:59:23",HaziqRizl,@adlilfitri_ sebab tu sekarang aku tengok wowshop je ni agenda vaksin la ni suruh kau tengok cerita waktu maghrib

"
2021-04-25 11:58:56",seungyounmylove,"RT @marshyellow_: Teman-teman jaga kesehatan kalian ya. Bener-bener jaga 5M nya, istirahat yang cukup, sama minum vitaminnya jangan lupa. B…"

"
2021-04-25 11:58:51",Suyarno13,"RT @Mr_cosanostr: Tolol di pake trus !! Goblok di buang cux !! 
Buktikan cux klo emang jualan vaksin palsu !"

"
2021-04-25 11:58:33",bitnaagyul,"RT @marshyellow_: Teman-teman jaga kesehatan kalian ya. Bener-bener jaga 5M nya, istirahat yang cukup, sama minum vitaminnya jangan lupa. B…"

"
2021-04-25 11:58:25",Ryanveve1,"RT @bawangmana: TERKINI

MP Pasir Mas membuat laporan polis terhadap Perdana Menteri yang masih tidak berani benarkan sesi parlimen walaupu…"

"
2021-04-25 11:58:24",powroroo,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:58:24",datsnotfarrah,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:58:22",arfamn_,RT @aqiljunaidi_: Bantu kami semua dapat vaksin pun okay juga Tunku

"
2021-04-25 11:58:06",azibzikry,"RT @yo_sapit: “Kita belum menang”?

More like “Kita sedang tewas.”
VIPs don’t care anymore. Diorang dah vaksin."

"
2021-04-25 11:57:55",sarramones,Sakit otak bercakap secara langsung dari muka ke muka dengan orang anti vaksin ni. Sekarang ni aku nak tanya kenapa… https://t.co/D9n9YydFp3

"
2021-04-25 11:57:53",_zrffe,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 11:57:37",JaPenWPKL,"🔶 PPR Pinggiran Bukit Jalil Blok B
🔶 PPR Pinggiran Bukit Jalil Blok C
🔶 PPR Pinggiran Bukit Jalil Blok D
🔶 PPR Ping… https://t.co/R3sPe6JwgH"

"
2021-04-25 11:57:37",amirhimself,RT @yo_sapit: Patut buat vip dapat vaksin last. Confirm sekelip mata semua orang dapat vaksin.

"
2021-04-25 11:57:36",FaizSyazwann,RT @Muddloyy: Gambar babi apa ni kat tv3 ni? Mengarut cam pelaq member dah mengaku bunuh mak hang pun hang rilek ja. Baik aku tengok wasima…

"
2021-04-25 11:57:30",dopaminhee,"@ssefnum ga tau, mahasiswa udh dpt vaksin bln? imo, kalo blm kebagian vaksin ya keknya online dh. kalaupun offline,… https://t.co/YBbLXka1j1"

"
2021-04-25 11:57:20",kucingkugembrot,"Sufyan dapat jadwal suntik vaksin COVID-19 di jam 09:00, padahal dia lagi puasa Ramadhan tuh, apa yg harus dia laku… https://t.co/1HGCHgvU1i"

"
2021-04-25 11:57:14",hanimender,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:57:06",PMRMiri,"RT @JKJAVMY: Advokasi vaksin COVID-19 bersama @Khairykj
https://t.co/d9umIEf8dW
 
Ketahui lebih lanjut mengenai program imunisasi kebangsaa…"

"
2021-04-25 11:56:37",nafhatunjahirah,"RT @yo_sapit: “Kita belum menang”?

More like “Kita sedang tewas.”
VIPs don’t care anymore. Diorang dah vaksin."

"
2021-04-25 11:56:22",miao_69,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:56:20",h1998520,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:56:19",adilahh___,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:56:18",ElfridaHutabar5,"@MelvinTandjaja Aku mandiri Mel, dan belum di vaksin..

🤣🤣"

"
2021-04-25 11:56:18",y0unkuza,"RT @marshyellow_: Teman-teman jaga kesehatan kalian ya. Bener-bener jaga 5M nya, istirahat yang cukup, sama minum vitaminnya jangan lupa. B…"

"
2021-04-25 11:56:14",shira95042997,"RT @abstrakim: Ada yang kata vaksin ni boleh kurangkan imun badan, semua ni agenda Dajjal. Kat malaysia ni vaksin pun lambat, 5 tahun baru…"

"
2021-04-25 11:56:12",NaRomadhon,@otisram @yudi_lek @Wan9Wong213 @yulitasaarii___ @EkaLasda @abahyusuf_123 @BramaYudha17 @fhu_yunghai… https://t.co/SByardZiFP

"
2021-04-25 11:55:58",irfanyaacub,"RT @yo_sapit: “Kita belum menang”?

More like “Kita sedang tewas.”
VIPs don’t care anymore. Diorang dah vaksin."

"
2021-04-25 11:55:55",yo_sapit,Patut buat vip dapat vaksin last. Confirm sekelip mata semua orang dapat vaksin.

"
2021-04-25 11:55:54",fdrtheartist,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:55:39",arifarazali,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:55:27",xizzleburger,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:55:07",_abdullahazam,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:54:59",AmerFikran,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:54:38",Muddloyy,Gambar babi apa ni kat tv3 ni? Mengarut cam pelaq member dah mengaku bunuh mak hang pun hang rilek ja. Baik aku ten… https://t.co/u2vEyZ1taP

"
2021-04-25 11:54:37",marshyellow_,"Teman-teman jaga kesehatan kalian ya. Bener-bener jaga 5M nya, istirahat yang cukup, sama minum vitaminnya jangan l… https://t.co/IM1iAQ4JVm"

"
2021-04-25 11:54:30",howareyouallif,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:54:26",WibiantoAndreas,"RT @WagimanDeep212_: Sukses mensuprot Gnose yg diciptain rangorang hebat di UGM Jogjakarta, kini Mister White @ganjarpranowo pengen Indones…"

"
2021-04-25 11:53:51",draensaari,@fahmimustaffa Hahahaha. Cepatlah vaksin 😭

"
2021-04-25 11:53:50",Amie_Rasol,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:53:49",seoltangssi39,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:53:34",FarzanaJawahin,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:53:26",_symmnds,"RT @asyakirullah: @syazrulaqram Ni jer aku nak pesan. Dia ratu ada rumah agam, luluskan pembalakan dkt pahang hingga menyebabkan banjir bes…"

"
2021-04-25 11:53:22",yo_sapit,"“Kita belum menang”?

More like “Kita sedang tewas.”
VIPs don’t care anymore. Diorang dah vaksin. https://t.co/4wJEgWcYbD"

"
2021-04-25 11:53:10",MSF412,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:53:09",AyuneAmer,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:52:43",jawapos,Lebih dari 60.000 Warga Klaten Telah di Vaksin https://t.co/WodJGLSfSb

"
2021-04-25 11:52:29",habibullah_AHA,@bernamadotcom @KKMPutrajaya @DrAdhamBaba Fuh. Tkut betul nk cucuk vaksin ni 🤪

"
2021-04-25 11:52:25",HJupriyadi,@SoebagiaBenny88 @SidikSetiyadi @yuliuswiwin1 @Dennysiregar7 @aniesbaswedan Papa Bill Gate mau tambah dosis vaksin… https://t.co/EZX0fNBXFo

"
2021-04-25 11:52:25",soliIokui,@collegemenfess Kayaknya udah ada rencana offline. Soalnya kan banyak tenaga pendidik yang pertama kebagian vaksin. Cmiiw.

"
2021-04-25 11:52:11",azrkhrlkhld,"Rasanya haritu ada nampak berita kata target by september, semua rakyat dapat vaksin hmm entah la nyah"

"
2021-04-25 11:51:49",daughtver,RT @FiersaBesari: @Teh__L @alderina Waktu saya vaksin juga antre kok. Cuma bedanya saya bukan Nicholas Saputra. Jadi enggak ada yang ngeh k…

"
2021-04-25 11:51:49",Hani_Vee,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:51:38",AlifIsnin,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 11:51:34",WunyWink2,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:51:32",l0vate,RT @mzajamy: Pakcik cleaner hospital yg tua and ada masalah kesihatan yang hari2 bersihkan wad covid tu asyik tanya aku je bila turn mereka…

"
2021-04-25 11:51:30",mhdsyhrddn,"RT @abstrakim: Ada yang kata vaksin ni boleh kurangkan imun badan, semua ni agenda Dajjal. Kat malaysia ni vaksin pun lambat, 5 tahun baru…"

"
2021-04-25 11:51:14",eecanmaseen,RT @normsaid: Bahan dlm vaksin #AstraZeneca https://t.co/ETDW3HYejP

"
2021-04-25 11:50:51",ainanabihah____,"RT @The_Endie: Menteri2 umno jaga vaksin dah bazir RM5B utk beli vaksin yg hingga hari ni tak kunjung tiba, tetiba nak jarah KWAN utk beli…"

"
2021-04-25 11:50:35",tokwan_jeli,RT @officialmosti: KJ bersama petugas Info On Wheels (IOW) Jabatan Penerangan @pmrpeneranganrembau membuat hebahan mengajak orang ramai men…

"
2021-04-25 11:50:34",WhySoSial,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 11:50:16",tokwan_jeli,"RT @JKJAVMY: Advokasi vaksin COVID-19 bersama @Khairykj
https://t.co/d9umIEf8dW
 
Ketahui lebih lanjut mengenai program imunisasi kebangsaa…"

"
2021-04-25 11:49:47",MafiaNoona,@flameme14 Jgn lupa vaksin di september 🤣🤣  hwang director bilang yg bayar concert nickhun

"
2021-04-25 11:49:46",terriblesyakir,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 11:49:40",tokwan_jeli,"RT @SinarOnline: Setakat Sabtu, hanya 38.1 peratus atau 9,250,441 daripada golongan sasaran daftar  suntikan vaksin  dengan Selangor kekal…"

"
2021-04-25 11:49:38",raeman_abc,"RT @KulupFans: Bekas Menteri BN yg cakap.”Hari selasa pinjam 4.5 Bilion.Hari rabu pinjam 1.5 Bilion

Kerajaan PN mewartakan ordinan baru da…"

"
2021-04-25 11:49:37",arep_17,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:49:35",tokwan_jeli,"RT @DrAdhamBaba: Jumlah pemberian dos vaksin COVID-19 setakat 24 April 2021 - 1,290,414 dos.

Total 791,910 orang terima dos pertama. 498,5…"

"
2021-04-25 11:49:22",Subaaaaaaaash,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:49:00",Ikhmal_Zahri,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 11:48:59",ami_aziman,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:48:56",mhdzrf_,RT @mzajamy: Pakcik cleaner hospital yg tua and ada masalah kesihatan yang hari2 bersihkan wad covid tu asyik tanya aku je bila turn mereka…

"
2021-04-25 11:48:46",JapenKelantan,"Tolong pakai mask/pelitup separuh muko dgn betul adik kakok. Tutup hidung dan mulut buke letok sakut di dagu.

Info… https://t.co/Pys1qwvfAZ"

"
2021-04-25 11:48:36",ct_xminxh,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 11:48:35",ImanDzul,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:48:23",izyanidros_,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:48:22",syhrhsyza,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:48:04",irzwnazln,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:47:59",txtdrkaumbengek,@jendr0 Udah di vaksin y maap

"
2021-04-25 11:47:41",Alie_Fahnoor,"@Yans872 @Stevaniehuangg @aley_bro @Lisaamartatara4 @Dahnilanzar @Mr_cosanostr ""Ouwwhhh yg jualan vaksin palsu itu… https://t.co/Coik3cflu2"

"
2021-04-25 11:47:33",ainshahirahhhh,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:47:31",syukriiarif,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 11:47:30",jifalinnn,"RT @aIahsiaboy: OPEN ADOPT FREE
LEPAS ADOPSI FREE

- domisili tangerang kabupaten
- kucing mixdome jantan dewasa
- sudah vaksin, sudah ster…"

"
2021-04-25 11:47:28",tokwan_jeli,RT @PerpaduanNegara: 25 APRIL 2021 - KENYATAAN MEDIA : KEMENTERIAN PERPADUAN NEGARA AKAN MEMPERLUASKAN KEMPEN DAFTAR VAKSIN COVID-19 KEPADA…

"
2021-04-25 11:47:20",shhuhaida,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:47:10",ezzahtahar,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:47:08",ScoutingLegio,"Vaksin mu belum tentu bisa menyelamatkanmu
Maskermu dan akal sehatmu yang bisa https://t.co/kbvNbAJQNp"

"
2021-04-25 11:47:01",eecanmaseen,"RT @alipomustaqimo: Cakap boleh lah tan sri. Memang ada yang dah mati, kenapa alasan yang diberi hanya ""serangan jantung"" sedangkan mangsa…"

"
2021-04-25 11:46:52",balqisyasin,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:46:51",EzadZamri,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:46:37",she0210,"@gongjuw @ZieL_Baramji Banyam istirahat jgn terlalu lelah...
Klo msh drop hub dokter or rs t4 vaksin..
Kalian baru vaksin pertama ya?"

"
2021-04-25 11:46:16",ManafSamuel,@setiyanto79 menunggu vaksin 🙏

"
2021-04-25 11:46:02",ArilFaisal22,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 11:45:52",cold_parfait,"@kochengfess I feel u. Aku dibentak gara2 habis df kf, beli pasir, vaksin dan steril. Katanya cm kucing dom. Aku pa… https://t.co/NSmueIOiMF"

"
2021-04-25 11:45:52",Norizzuedin,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 11:45:41",Adorawiyah,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:45:32",sebijimira,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:44:39",ZainShakyra,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 11:44:38",maha_arujanan,"https://t.co/LTEJ5Bw1nV

Kenapa vaksin sebelum umrah dan haji ok tetapi takut #Vaksin Covid? Bersama @ProfAdeeba da… https://t.co/2i6mxjponC"

"
2021-04-25 11:44:18",nurfadwah,"RT @TheUsopIbrahim: Queen back off tak rugi apa. Kita ni dah 2 tahun tak dapat beraya kampung, mak bapak meninggal tak dapat jumpa, sekolah…"

"
2021-04-25 11:43:42",hahawawa,24 hb pusat vaksin selangor cuti ke? https://t.co/NbbmCYvSDp

"
2021-04-25 11:43:42",nawarros,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 11:43:39",babymealready,"RT @The_Endie: Betul la tu, masa MCO 1.0, ramai takleh kerja, takleh berniaga. Dia syorkan kerajaan beri RM1K sebulan selama 3 bulan kpd B4…"

"
2021-04-25 11:43:19",B_AG11,"RT @dannyprasetya: Alhamdulillah vaksin ke-2, menandakan usainya rangkaian penyuntikan vaksin covid19.

Semoga dengan adanya vaksin ini mem…"

"
2021-04-25 11:43:11",Vaksin_Vuritust,@Dak_Ampera @ispeispewayae @IbnuTasrip 🤣 kebanyakan gosokin palanya ke mekikinana

"
2021-04-25 11:43:08",mtchoiri,"RT @mawakresna: Laporan Tempo ini bikin ingat pengobatan kontroversial Terawan pertama, yakni Cell Cure, yang diklaim menyembuhkan kanker.…"

"
2021-04-25 11:43:05",adzril_faris,"RT @aliffnaif_: Vaksin lambat dan tak mengutamakan guru dah murid, tapi boleh utama Ahli Parlimen. Sedangkan Parlimen diarah tutup dan seko…"

"
2021-04-25 11:42:46",wnathirahh,"RT @abstrakim: Ada yang kata vaksin ni boleh kurangkan imun badan, semua ni agenda Dajjal. Kat malaysia ni vaksin pun lambat, 5 tahun baru…"

"
2021-04-25 11:42:46",JaPenWPKL,"🔶 Laman Rimbunan
🔶 Jalan Rimbunan Raya

Fokus Penyampaian Maklumat :
📌 Kaunter Bergerak Pendaftaran Vaksin COVID-19… https://t.co/id0lJVLfZP"

"
2021-04-25 11:42:23",IwanXtreme,"@mkini_bm Kalau Saya mampu....

1st -family dulu, mak dah 74thn, tnggu vaksin x dngr pa khabar lg, kena GI Arab bel… https://t.co/8iYwI1MnkM"

"
2021-04-25 11:42:19",BasisOmega,RT @normsaid: Bahan dlm vaksin #AstraZeneca https://t.co/ETDW3HYejP

"
2021-04-25 11:42:13",bpriady,RT @Beritasatu: Suriah Terima Sumbangan Vaksin Covid-19 dari Tiongkok https://t.co/T2D9PFGfIl https://t.co/G9wAT2wV7i

"
2021-04-25 11:42:03",idnpublic,"Korsel, Pfizer Teken Kontrak Untuk Penambahan 40 Juta Vaksin https://t.co/5CGYArHleA #Terbaru #aktual #berita #live"

"
2021-04-25 11:42:00",PranawijayaK,"@msaid_didu Ha ha ha awalnya membual tentang vaksin eh di vaksin duluan pret lah ,,ha ha ha 
# ngaca."

"
2021-04-25 11:42:00",rifaldialdo,@Luckyafriansya9 Kan vaksin melodic sk@tepunk wkwk

"
2021-04-25 11:41:55",PinkoSquat97,@RodriChen Dokteeeer itu bener gak sih di new york post herpes side effect. Mama saya sebulan lalu di vaksin. Sekar… https://t.co/TcWG0gTw9W

